member_id,n_txns,first_txn,last_txn,days_since_last,active_span_days,lifetime_spend,avg_basket,points_balance,redemptions,channels_used,brands_used,main_brand,avg_gap_days,overdue_ratio,annualised_spend,tier,tier_rank,country,home_brand,email,flag_profile_conflicted,flag_shared_email
M06012,5,2023-06-12,2025-08-04,330,784,355.92,71.18,612.0,1,3,1,PulseHome,196.0,1.68,165.7,Silver,2,GB,PulseHome,member06012@example.com,false,false
M06441,7,2022-12-11,2025-05-31,395,902,379.67,54.24,644.0,1,3,2,PulseEats,150.3,2.63,153.64,Bronze,1,IN,PulseEats,member06441@example.com,false,false
M06612,6,2023-06-07,2025-08-27,307,812,311.37,51.9,717.0,0,3,1,PulseMart,162.4,1.89,139.96,Bronze,1,SG,PulseMart,member06612@example.com,false,false
M06711,5,2023-02-24,2025-05-27,399,823,732.33,146.47,1264.0,1,3,1,PulseHome,205.8,1.94,324.79,Bronze,1,GB,PulseHome,member06711@example.com,false,false
M06817,5,2023-01-01,2025-03-13,474,802,270.36,54.07,474.0,0,3,1,PulseEats,200.5,2.36,123.04,Silver,2,IN,PulseEats,member06817@example.com,false,false
M06879,4,2024-02-28,2025-09-13,290,563,149.48,37.37,288.0,0,2,2,PulseHome,187.7,1.55,96.91,Bronze,1,US,PulseHome,member06879@example.com,false,false
M07069,5,2024-06-16,2025-11-03,239,505,299.47,59.89,523.0,0,3,1,PulseEats,126.3,1.89,216.45,Bronze,1,IN,PulseEats,member07069@example.com,false,false
M07296,4,2023-03-19,2025-05-13,413,786,233.66,58.42,374.0,1,2,2,PulseMart,262.0,1.58,108.51,Bronze,1,AE,PulseMart,member07296@example.com,false,false
M07455,8,2023-10-26,2025-12-22,190,788,609.88,76.23,1066.0,0,2,1,PulseEats,112.6,1.69,282.5,Gold,3,US,PulseEats,member07455@example.com,false,false
M08028,4,2024-06-27,2025-09-24,279,454,246.72,61.68,417.0,1,2,1,PulseMart,151.3,1.84,198.35,Silver,2,US,PulseMart,member08028@example.com,false,false
M08039,4,2023-05-24,2025-04-23,433,700,470.98,117.75,824.0,0,2,1,PulseEats,233.3,1.86,245.58,Silver,2,AE,PulseEats,member08039@example.com,false,false
M08222,7,2023-08-05,2025-06-23,372,688,523.78,74.83,962.0,1,2,1,PulseHome,114.7,3.24,277.88,Silver,2,US,PulseHome,member08222@example.com,false,false
M08356,8,2024-02-10,2026-01-16,165,706,389.29,48.66,486.0,3,3,1,PulseHome,100.9,1.64,201.26,Bronze,1,IN,PulseHome,member08356@example.com,false,false
M08617,8,2022-07-02,2025-09-15,288,1171,626.23,78.28,949.0,2,3,3,PulseEats,167.3,1.72,195.2,Gold,3,AE,PulseEats,member08617@example.com,false,false
M08741,4,2023-11-04,2025-07-01,364,605,239.31,59.83,414.0,1,2,1,PulseMart,201.7,1.8,144.38,Silver,2,IN,PulseMart,member08741@example.com,false,false
M08761,7,2021-11-13,2025-04-27,429,1261,400.77,57.25,701.0,0,3,1,PulseEats,210.2,2.04,116.0,Silver,2,IN,PulseEats,member08761@example.com,false,false
M08911,9,2024-09-12,2026-02-14,136,520,539.49,59.94,1085.0,0,3,2,PulseHome,65.0,2.09,378.68,Bronze,1,US,PulseHome,member08911@example.com,false,false
M08980,4,2024-07-18,2025-07-28,337,375,335.06,83.77,670.0,0,3,1,PulseHome,125.0,2.7,326.13,Gold,3,SG,PulseHome,member08980@example.com,false,false
M09798,6,2022-03-04,2025-03-18,469,1110,369.73,61.62,769.0,0,3,2,PulseHome,222.0,2.11,121.58,Bronze,1,US,PulseHome,member09798@example.com,false,false
M10678,5,2023-09-05,2025-08-07,327,702,256.65,51.33,364.0,2,3,1,PulseHome,175.5,1.86,133.44,Bronze,1,AE,PulseHome,member10678@example.com,false,false
M10724,5,2023-03-16,2025-06-27,368,834,426.06,85.21,568.0,2,2,1,PulseEats,208.5,1.76,186.47,Gold,3,IN,PulseEats,member10724@example.com,false,false
M10798,5,2024-12-24,2026-01-06,175,378,247.14,49.43,433.0,0,2,1,PulseEats,94.5,1.85,238.64,Silver,2,GB,PulseEats,member10798@example.com,false,false
M10894,5,2023-06-13,2025-02-21,494,619,370.74,74.15,817.0,0,3,2,PulseMart,154.8,3.19,218.61,Bronze,1,US,PulseMart,member10894@example.com,false,false
M11393,6,2022-07-20,2025-05-02,424,1017,333.04,55.51,570.0,2,3,2,PulseMart,203.4,2.08,119.53,Silver,2,US,PulseMart,member11393@example.com,false,false
M11629,7,2025-01-22,2026-03-05,117,407,439.87,62.84,791.0,0,2,2,PulseEats,67.8,1.72,394.48,Gold,3,SG,PulseEats,member11629@example.com,false,false
M11938,4,2024-03-08,2025-09-17,286,558,159.49,39.87,319.0,0,3,1,PulseHome,186.0,1.54,104.33,Bronze,1,IN,PulseHome,member11938@example.com,false,false
M12025,5,2024-03-25,2025-08-17,317,510,204.57,40.91,376.0,0,2,2,PulseEats,127.5,2.49,146.41,Bronze,1,SG,PulseEats,member12025@example.com,false,false
M12046,5,2023-08-10,2025-05-15,411,644,422.93,84.59,740.0,0,3,1,PulseEats,161.0,2.55,239.7,Silver,2,US,PulseEats,member12046@example.com,false,false
M12457,8,2022-11-06,2025-07-02,363,969,443.22,55.4,685.0,2,2,3,PulseEats,138.4,2.62,166.95,Bronze,1,AE,PulseEats,member12457@example.com,false,false
M12479,7,2022-06-26,2025-06-15,380,1085,411.56,58.79,678.0,1,3,2,PulseMart,180.8,2.1,138.45,Silver,2,GB,PulseMart,member12479@example.com,false,false
M12527,7,2024-10-09,2026-02-05,145,484,319.35,45.62,506.0,2,3,1,PulseHome,80.7,1.8,240.83,Gold,3,IN,PulseHome,member12527@example.com,false,false
M12706,5,2024-05-30,2025-12-01,211,550,239.96,47.99,321.0,3,3,2,PulseHome,137.5,1.53,159.25,Bronze,1,US,PulseHome,member12706@example.com,false,false
M12784,6,2023-05-25,2025-05-10,416,716,613.89,102.32,1196.0,0,3,2,PulseHome,143.2,2.91,312.95,Bronze,1,IN,PulseHome,member12784@example.com,false,false
M12905,9,2023-02-05,2025-11-07,235,1006,1081.68,120.19,2058.0,1,3,2,PulseMart,125.8,1.87,392.46,Bronze,1,IN,PulseMart,member12905@example.com,false,false
M12914,5,2023-07-26,2025-05-11,415,655,245.9,49.18,433.0,1,3,1,PulseHome,163.8,2.53,137.03,Gold,3,US,PulseHome,member12914@example.com,false,false
M13153,9,2021-10-04,2025-05-10,416,1314,673.12,74.79,1462.0,1,3,1,PulseMart,164.3,2.53,186.98,Silver,2,SG,PulseMart,member13153@example.com,false,false
M13161,5,2023-06-29,2025-08-24,310,787,258.58,51.72,401.0,3,3,1,PulseMart,196.8,1.58,119.93,Silver,2,US,PulseMart,member13161@example.com,false,false
M13680,4,2023-11-07,2025-06-27,368,598,281.34,70.34,493.0,0,2,1,PulseEats,199.3,1.85,171.72,Silver,2,AE,PulseEats,member13680@example.com,false,false
M13809,7,2021-08-17,2025-06-06,389,1389,836.0,119.43,1572.0,3,2,1,PulseMart,231.5,1.68,219.68,Gold,3,AE,PulseMart,member13809@example.com,false,false
M13953,5,2022-02-13,2025-02-15,500,1098,495.05,99.01,1127.0,0,2,2,PulseMart,274.5,1.82,164.57,Platinum,4,IN,PulseMart,member13953@example.com,false,false
M14313,5,2023-08-30,2025-09-08,295,740,371.14,74.23,600.0,1,2,1,PulseEats,185.0,1.59,183.06,Gold,3,IN,PulseEats,member14313@example.com,false,false
M14707,5,2023-11-19,2025-04-14,442,512,334.82,66.96,505.0,1,3,1,PulseHome,128.0,3.45,238.69,Bronze,1,IN,PulseHome,member14707@example.com,false,false
M14854,4,2023-05-02,2025-04-02,454,701,191.57,47.89,233.0,2,2,1,PulseHome,233.7,1.94,99.75,Silver,2,US,PulseHome,member14854@example.com,false,false
M15029,10,2023-03-08,2025-10-11,262,948,553.31,55.33,894.0,3,3,1,PulseMart,105.3,2.49,213.04,Bronze,1,US,PulseMart,member15029@example.com,false,false
M15173,5,2024-03-01,2025-08-31,303,548,368.66,73.73,544.0,1,3,3,PulseEats,137.0,2.21,245.55,Silver,2,US,PulseEats,member15173@example.com,false,false
M15235,9,2022-02-16,2025-09-30,273,1322,427.78,47.53,805.0,1,3,1,PulseHome,165.3,1.65,118.11,Silver,2,IN,PulseHome,member15235@example.com,false,false
M15518,5,2022-06-23,2025-04-18,438,1030,234.26,46.85,368.0,1,2,1,PulseHome,257.5,1.7,83.01,Gold,3,IN,PulseHome,member15518@example.com,false,false
M15918,5,2024-05-30,2025-10-12,261,500,212.09,42.42,372.0,1,2,3,PulseEats,125.0,2.09,154.83,Gold,3,IN,PulseEats,member15918@example.com,false,false
M15975,4,2024-09-15,2025-11-14,228,425,324.81,81.2,598.0,0,2,2,PulseEats,141.7,1.61,278.95,Gold,3,GB,PulseEats,member15975@example.com,false,false
M15987,6,2022-09-24,2025-07-01,364,1011,348.51,58.09,635.0,1,3,1,PulseHome,202.2,1.8,125.82,Bronze,1,IN,PulseHome,member15987@example.com,false,false
M16010,5,2024-11-12,2025-12-22,190,405,235.98,47.2,473.0,0,3,1,PulseHome,101.3,1.88,212.67,Silver,2,US,PulseHome,member16010@example.com,false,false
M16114,5,2023-09-06,2025-08-24,310,718,462.18,92.44,782.0,1,3,2,PulseEats,179.5,1.73,234.95,Silver,2,US,PulseEats,member16114@example.com,false,false
M16219,4,2023-08-12,2025-05-10,416,637,270.24,67.56,493.0,0,3,2,PulseEats,212.3,1.96,154.85,Bronze,1,US,PulseEats,member16219@example.com,false,false
M16224,8,2024-01-11,2025-11-29,213,688,534.52,66.82,1019.0,1,3,1,PulseHome,98.3,2.17,283.58,Bronze,1,IN,PulseHome,member16224@example.com,false,false
M16294,5,2022-08-13,2025-05-12,414,1003,267.72,53.54,412.0,1,3,1,PulseEats,250.8,1.65,97.43,Silver,2,US,PulseEats,member16294@example.com,false,false
M16478,5,2024-08-09,2025-11-28,214,476,309.51,61.9,486.0,1,2,2,PulseHome,119.0,1.8,237.33,Silver,2,SG,PulseHome,member16478@example.com,false,false
M16763,7,2021-11-29,2025-03-18,469,1205,795.25,113.61,1592.0,0,3,3,PulseHome,200.8,2.34,240.88,Gold,3,US,PulseHome,member16763@example.com,false,false
M17357,7,2022-11-23,2025-05-22,404,911,486.98,69.57,836.0,1,2,2,PulseEats,151.8,2.66,195.11,Silver,2,SG,PulseEats,member17357@example.com,false,false
M17491,6,2023-06-04,2025-07-11,354,768,246.61,41.1,371.0,2,2,1,PulseHome,153.6,2.3,117.2,Gold,3,US,PulseHome,member17491@example.com,false,false
M17561,7,2024-04-04,2025-11-23,219,598,639.16,91.31,1119.0,0,3,1,PulseEats,99.7,2.2,390.12,Silver,2,IN,PulseEats,member17561@example.com,false,false
M17594,9,2022-05-09,2025-04-02,454,1059,611.93,67.99,805.0,5,3,3,PulseMart,132.4,3.43,210.91,Gold,3,US,PulseMart,member17594@example.com,false,false
M17676,4,2024-02-27,2025-09-14,289,565,252.88,63.22,581.0,0,3,1,PulseMart,188.3,1.53,163.36,Bronze,1,US,PulseMart,member17676@example.com,false,false
M17716,6,2022-09-27,2025-02-25,490,882,348.95,58.16,753.0,1,3,1,PulseMart,176.4,2.78,144.41,Silver,2,US,PulseMart,member17716@example.com,false,false
M17833,5,2023-10-12,2025-06-24,371,621,224.95,44.99,394.0,0,2,1,PulseEats,155.3,2.39,132.22,Platinum,4,IN,PulseEats,member17833@example.com,false,false
M17995,6,2023-06-28,2025-06-11,384,714,323.46,53.91,497.0,1,3,1,PulseHome,142.8,2.69,165.35,Silver,2,IN,PulseHome,member17995@example.com,false,false
M18056,6,2023-04-21,2025-06-14,381,785,277.04,46.17,474.0,2,3,2,PulseMart,157.0,2.43,128.81,Bronze,1,SG,PulseMart,member18056@example.com,false,false
M18129,8,2021-11-03,2025-04-20,436,1264,455.46,56.93,794.0,2,3,2,PulseMart,180.6,2.41,131.52,Platinum,4,SG,PulseMart,member18129@example.com,false,false
M18218,5,2022-06-19,2025-03-11,476,996,448.8,89.76,906.0,1,2,2,PulseMart,249.0,1.91,164.47,Silver,2,IN,PulseMart,member18218@example.com,false,false
M18547,4,2024-01-06,2025-02-15,500,406,218.03,54.51,425.0,1,3,2,PulseEats,135.3,3.69,196.01,Bronze,1,IN,PulseMart,member18547@example.com,false,false
M18621,10,2023-10-12,2026-01-05,176,816,553.41,55.34,804.0,2,3,1,PulseEats,90.7,1.94,247.54,Silver,2,US,PulseEats,member18621@example.com,false,false
M19011,6,2024-04-19,2025-10-05,268,534,382.75,63.79,723.0,2,3,2,PulseHome,106.8,2.51,261.62,Bronze,1,US,PulseHome,member19011@example.com,false,false
M19160,4,2023-04-25,2025-04-09,447,715,316.71,79.18,539.0,1,3,2,PulseEats,238.3,1.88,161.68,Bronze,1,IN,PulseEats,member19160@example.com,false,false
M19254,5,2023-06-28,2025-08-06,328,770,279.14,55.83,489.0,0,3,1,PulseEats,192.5,1.7,132.32,Bronze,1,IN,PulseEats,member19254@example.com,false,false
M19444,7,2022-11-05,2025-08-16,318,1015,333.09,47.58,644.0,0,3,3,PulseEats,169.2,1.88,119.78,Bronze,1,US,PulseEats,member19444@example.com,false,false
M19619,5,2021-12-05,2025-02-06,509,1159,335.43,67.09,587.0,0,3,1,PulseEats,289.8,1.76,105.64,Gold,3,IN,PulseEats,member19619@example.com,false,false
M19633,7,2024-12-23,2026-03-08,114,440,405.68,57.95,715.0,0,3,2,PulseEats,73.3,1.55,336.53,Silver,2,IN,PulseEats,member19633@example.com,false,false
M19816,8,2025-03-01,2026-03-22,100,386,531.74,66.47,1063.0,0,3,1,PulseHome,55.1,1.81,502.81,Silver,2,US,PulseHome,member19816@example.com,false,false
M19844,4,2022-11-17,2025-03-17,470,851,221.14,55.29,302.0,2,2,2,PulseHome,283.7,1.66,94.85,Silver,2,AE,PulseHome,member19844@example.com,false,false
M19884,7,2022-11-23,2025-08-21,313,1002,294.94,42.13,589.0,1,3,2,PulseMart,167.0,1.87,107.44,Gold,3,US,PulseMart,member19884@example.com,false,false
M19906,8,2024-01-20,2025-11-26,216,676,352.98,44.12,712.0,1,3,1,PulseMart,96.6,2.24,190.59,Bronze,1,US,PulseMart,member19906@example.com,false,false
M19947,6,2022-09-25,2025-07-17,348,1026,263.42,43.9,461.0,0,3,1,PulseEats,205.2,1.7,93.71,Gold,3,US,PulseEats,member19947@example.com,false,false
M20055,4,2024-09-23,2025-10-10,263,382,170.48,42.62,384.0,0,2,2,PulseMart,127.3,2.07,162.89,Bronze,1,AE,PulseMart,member20055@example.com,false,false
M20093,4,2024-01-04,2025-03-12,475,433,345.52,86.38,645.0,1,2,1,PulseMart,144.3,3.29,291.26,Bronze,1,IN,PulseMart,member20093@example.com,false,false
M20312,7,2024-03-05,2025-12-08,204,643,610.74,87.25,1044.0,1,2,3,PulseEats,107.2,1.9,346.69,Silver,2,GB,PulseEats,member20312@example.com,false,false
M20444,6,2023-12-18,2025-11-04,238,687,463.15,77.19,606.0,2,3,2,PulseEats,137.4,1.73,246.07,Gold,3,US,PulseEats,member20444@example.com,false,false
M20508,7,2024-06-14,2025-10-19,254,492,445.7,63.67,644.0,3,3,2,PulseEats,82.0,3.1,330.65,Bronze,1,US,PulseEats,member20508@example.com,false,false
M20543,5,2022-09-08,2025-01-15,531,860,258.52,51.7,595.0,0,3,1,PulseMart,215.0,2.47,109.72,Bronze,1,IN,PulseMart,member20543@example.com,false,false
M20640,10,2022-10-28,2025-09-21,282,1059,757.12,75.71,1203.0,4,3,1,PulseMart,117.7,2.4,260.95,Bronze,1,GB,PulseMart,member20640@example.com,false,false
M20658,6,2024-09-07,2025-11-28,214,447,440.78,73.46,897.0,1,2,2,PulseMart,89.4,2.39,359.92,Silver,2,US,PulseMart,member20658@example.com,false,false
M20748,4,2024-02-02,2025-08-15,319,560,195.71,48.93,342.0,0,2,1,PulseEats,186.7,1.71,127.56,Gold,3,US,PulseEats,member20748@example.com,false,false
M20930,8,2024-09-11,2026-01-22,159,498,567.6,70.95,1007.0,1,3,3,PulseEats,71.1,2.23,416.01,Silver,2,IN,PulseEats,member20930@example.com,false,false
M21452,5,2024-10-31,2025-12-23,189,418,259.18,51.84,398.0,2,3,2,PulseMart,104.5,1.81,226.32,Bronze,1,SG,PulseMart,member21452@example.com,false,false
M21509,4,2022-10-23,2025-01-24,522,824,194.22,48.56,339.0,0,2,1,PulseEats,274.7,1.9,86.03,Silver,2,US,PulseEats,member21509@example.com,false,false
M21627,6,2024-06-23,2025-08-17,317,420,232.99,38.83,416.0,1,3,1,PulseHome,84.0,3.77,202.48,Gold,3,IN,PulseHome,member21627@example.com,false,false
M21667,4,2024-04-27,2025-05-20,406,388,285.32,71.33,571.0,0,3,1,PulseHome,129.3,3.14,268.41,Bronze,1,US,PulseHome,member21667@example.com,false,false
M21705,6,2022-09-05,2025-06-20,375,1019,315.58,52.6,453.0,1,3,1,PulseEats,203.8,1.84,113.04,Silver,2,AE,PulseEats,member21705@example.com,false,false
M21922,6,2023-10-14,2025-04-28,428,562,485.72,80.95,778.0,1,3,2,PulseEats,112.4,3.81,315.46,Bronze,1,IN,PulseEats,member21922@example.com,false,false
M21954,5,2024-01-01,2025-10-17,256,655,447.18,89.44,894.0,0,3,1,PulseHome,163.8,1.56,249.19,Silver,2,GB,PulseHome,member21954@example.com,false,false
M22028,4,2024-01-16,2025-03-24,463,433,213.36,53.34,342.0,1,2,2,PulseEats,144.3,3.21,179.85,Silver,2,IN,PulseEats,member22028@example.com,false,false
M22108,4,2023-10-14,2025-04-24,432,558,190.66,47.67,339.0,1,3,1,PulseMart,186.0,2.32,124.71,Platinum,4,US,PulseMart,member22108@example.com,false,false
M22224,11,2022-03-26,2025-04-21,435,1122,980.49,89.14,1710.0,2,3,1,PulseHome,112.2,3.88,318.97,Gold,3,US,PulseHome,member22224@example.com,false,false
M22234,8,2024-11-22,2026-01-14,167,418,435.89,54.49,952.0,1,2,1,PulseMart,59.7,2.8,380.62,Silver,2,US,PulseMart,member22234@example.com,false,false
M22259,4,2024-04-18,2025-07-12,353,450,291.07,72.77,583.0,0,3,1,PulseHome,150.0,2.35,236.09,Gold,3,IN,PulseHome,member22259@example.com,false,false
M22490,4,2024-06-25,2025-08-20,314,421,245.85,61.46,392.0,1,2,1,PulseHome,140.3,2.24,213.15,Bronze,1,US,PulseHome,member22490@example.com,false,false
M22589,5,2024-01-03,2025-07-30,335,574,334.15,66.83,728.0,0,3,2,PulseMart,143.5,2.33,212.48,Silver,2,GB,PulseMart,member22589@example.com,false,false
M22890,7,2023-11-07,2025-09-28,275,691,541.5,77.36,1083.0,0,3,1,PulseHome,115.2,2.39,286.03,Gold,3,US,PulseHome,member22890@example.com,false,false
M23301,6,2022-12-17,2025-05-23,403,888,380.36,63.39,635.0,1,2,2,PulseEats,177.6,2.27,156.34,Platinum,4,IN,PulseEats,member23301@example.com,false,false
M23518,5,2024-11-16,2025-12-19,193,398,329.43,65.89,576.0,0,3,1,PulseEats,99.5,1.94,302.12,Gold,3,AE,PulseEats,member23518@example.com,false,false
M24256,6,2024-09-06,2025-10-28,245,417,445.25,74.21,779.0,0,2,1,PulseEats,83.4,2.94,389.73,Gold,3,US,PulseEats,member24256@example.com,false,false
M24284,5,2023-12-05,2025-08-29,305,633,360.64,72.13,648.0,3,3,1,PulseMart,158.3,1.93,207.95,Bronze,1,SG,PulseMart,member24284@example.com,false,false
M24501,5,2023-09-01,2025-02-07,508,525,319.44,63.89,680.0,0,3,2,PulseMart,131.3,3.87,222.09,Bronze,1,IN,PulseMart,member24501@example.com,false,false
M24595,7,2022-08-22,2025-01-18,528,880,444.32,63.47,739.0,2,3,1,PulseHome,146.7,3.6,184.29,Platinum,4,US,PulseHome,member24595@example.com,false,false
M24916,5,2022-05-01,2025-03-17,470,1051,278.26,55.65,506.0,0,2,2,PulseEats,262.8,1.79,96.64,Gold,3,SG,PulseEats,member24916@example.com,false,false
M25470,7,2023-05-25,2025-10-30,243,889,325.28,46.47,449.0,2,2,1,PulseEats,148.2,1.64,133.55,Silver,2,US,PulseEats,member25470@example.com,false,false
M25521,4,2023-05-16,2025-01-06,540,601,370.93,92.73,449.0,1,3,1,PulseEats,200.3,2.7,225.27,Bronze,1,IN,PulseEats,member25521@example.com,false,false
M25532,7,2025-02-23,2026-03-05,117,375,497.24,71.03,845.0,2,2,1,PulseHome,62.5,1.87,483.98,Silver,2,AE,PulseHome,member25532@example.com,false,false
M25593,5,2023-03-28,2025-02-19,496,694,331.72,66.34,655.0,0,3,2,PulseHome,173.5,2.86,174.46,Silver,2,SG,PulseHome,member25593@example.com,false,false
M25704,8,2021-06-05,2025-03-31,456,1395,355.95,44.49,489.0,2,3,1,PulseHome,199.3,2.29,93.13,Gold,3,IN,PulseHome,member25704@example.com,false,false
M25758,5,2025-01-20,2026-01-26,155,371,257.06,51.41,418.0,1,2,1,PulseEats,92.8,1.67,252.9,Bronze,1,GB,PulseEats,member25758@example.com,false,false
M26260,7,2022-08-01,2025-06-28,367,1062,405.42,57.92,933.0,0,3,1,PulseMart,177.0,2.07,139.34,Bronze,1,US,PulseMart,member26260@example.com,false,false
M26518,7,2024-06-28,2025-12-07,205,527,524.06,74.87,1205.0,0,3,1,PulseMart,87.8,2.33,362.96,Silver,2,GB,PulseMart,member26518@example.com,false,false
M26584,5,2023-08-22,2025-07-13,352,691,235.22,47.04,394.0,1,3,1,PulseHome,172.8,2.04,124.25,Bronze,1,AE,PulseHome,member26584@example.com,false,false
M26957,5,2023-07-29,2025-08-29,305,762,244.14,48.83,488.0,0,3,1,PulseHome,190.5,1.6,116.94,Silver,2,US,PulseHome,member26957@example.com,false,false
M27049,4,2024-08-24,2025-10-29,244,431,231.46,57.87,433.0,1,3,1,PulseMart,143.7,1.7,196.02,Bronze,1,US,PulseMart,member27049@example.com,false,false
M27451,6,2023-09-30,2025-09-07,296,708,294.14,49.02,677.0,0,3,1,PulseMart,141.6,2.09,151.64,Bronze,1,US,PulseMart,member27451@example.com,false,false
M27473,4,2024-06-01,2025-08-20,314,445,217.9,54.47,436.0,0,2,1,PulseHome,148.3,2.12,178.73,Bronze,1,IN,PulseHome,member27473@example.com,false,false
M27487,5,2023-09-29,2025-06-21,374,631,210.42,42.08,265.0,1,2,1,PulseHome,157.8,2.37,121.72,Bronze,1,IN,PulseHome,member27487@example.com,false,false
M27690,6,2021-03-25,2025-01-18,528,1395,431.55,71.93,754.0,0,3,1,PulseEats,279.0,1.89,112.91,Silver,2,IN,PulseEats,member27690@example.com,false,false
M27829,7,2022-06-11,2025-04-24,432,1048,652.96,93.28,1242.0,1,3,2,PulseHome,174.7,2.47,227.41,Silver,2,US,PulseHome,member27829@example.com,false,false
M28359,4,2023-09-11,2025-05-02,424,599,284.79,71.2,298.0,1,3,1,PulseEats,199.7,2.12,173.54,Silver,2,IN,PulseEats,member28359@example.com,false,false
M28758,6,2025-02-11,2026-02-13,137,367,871.14,145.19,1727.0,0,2,2,PulseHome,73.4,1.87,866.39,Silver,2,IN,PulseHome,member28758@example.com,false,false
M29295,6,2024-07-23,2025-11-21,221,486,366.5,61.08,613.0,1,2,2,PulseEats,97.2,2.27,275.25,Platinum,4,IN,PulseEats,member29295@example.com,false,false
M29489,6,2022-06-20,2025-03-10,477,994,382.47,63.75,879.0,0,3,1,PulseMart,198.8,2.4,140.44,Bronze,1,US,PulseMart,member29489@example.com,false,false
M29519,6,2022-03-11,2025-04-29,427,1145,265.43,44.24,590.0,0,3,2,PulseMart,229.0,1.86,84.61,Bronze,1,US,PulseMart,member29519@example.com,false,false
M29645,4,2023-01-02,2025-02-03,512,763,135.59,33.9,187.0,1,2,1,PulseEats,254.3,2.01,64.86,Bronze,1,IN,PulseEats,member29645@example.com,false,false
M30067,8,2024-01-04,2025-12-12,200,708,535.17,66.9,1115.0,1,3,2,PulseMart,101.1,1.98,275.9,Silver,2,US,PulseMart,member30067@example.com,false,false
M30338,7,2023-04-02,2025-07-23,342,843,377.21,53.89,533.0,2,3,2,PulseEats,140.5,2.43,163.32,Bronze,1,US,PulseEats,member30338@example.com,false,false
M30371,6,2022-12-31,2025-08-05,329,948,490.0,81.67,892.0,1,3,2,PulseHome,189.6,1.74,188.66,Bronze,1,IN,PulseHome,member30371@example.com,false,false
M30422,5,2023-08-31,2025-08-03,331,703,288.23,57.65,538.0,0,3,2,PulseEats,175.8,1.88,149.65,Gold,3,SG,PulseEats,member30422@example.com,false,false
M30503,7,2022-01-30,2025-04-06,450,1162,443.84,63.41,576.0,2,3,2,PulseEats,193.7,2.32,139.42,Silver,2,IN,PulseEats,member30503@example.com,false,false
M30616,4,2022-10-23,2025-03-16,471,875,152.75,38.19,182.0,1,3,1,PulseEats,291.7,1.61,63.72,Bronze,1,SG,PulseEats,member30616@example.com,false,false
M30638,4,2023-06-26,2025-04-24,432,668,190.2,47.55,313.0,1,2,2,PulseHome,222.7,1.94,103.93,Bronze,1,IN,PulseHome,member30638@example.com,false,false
M30753,6,2024-04-11,2025-10-13,260,550,369.72,61.62,851.0,0,3,1,PulseMart,110.0,2.36,245.36,Platinum,4,AE,PulseMart,member30753@example.com,false,false
